committee,id,place_name,jew,pal,coop,cluster,place_id,box,bloc,elligible,voters,illegal,legal,AMT,B,G,D,WM,T,KN,L,MHL,MRC,AM,PH,SS,others,prop_voters,p_AMT,p_B,p_G,p_D,p_WM,p_T,p_KN,p_L,p_MHL,p_MRC,p_AM,p_PH,p_SS,p_others
10,4716,ARSOP,1,0,0,9,1324,1,1,147,80,0,80,5,0,0,0,0,3,7,2,10,10,0,42,1,0,0.544217687,0.0625,0,0,0,0,0.0375,0.0875,0.025,0.125,0.125,0,0.525,0.0125,0
10,4723,BCRH,1,0,0,9,389,1,1,343,244,1,243,19,0,0,0,0,13,36,3,29,10,2,118,2,11,0.70845481,0.0781893,0,0,0,0,0.053497942,0.148148148,0.012345679,0.119341564,0.041152263,0.008230453,0.485596708,0.008230453,0.04526749
10,4724,BCRH,1,0,0,9,389,2,1,470,360,0,360,29,4,0,0,0,6,58,8,25,36,0,189,1,4,0.765957447,0.080555556,0.011111111,0,0,0,0.016666667,0.161111111,0.022222222,0.069444444,0.1,0,0.525,0.002777778,0.011111111
13,6588,BIT EOBD,1,0,0,9,202,1,1,255,186,1,185,28,0,0,1,0,2,23,3,13,20,0,93,0,2,0.725490196,0.151351351,0,0,0.005405405,0,0.010810811,0.124324324,0.016216216,0.07027027,0.108108108,0,0.502702703,0,0.010810811
10,4611,BIT INAI,1,0,0,9,200,1,1,308,201,0,201,15,0,0,0,1,1,30,2,9,34,0,106,1,2,0.652597403,0.074626866,0,0,0,0.004975124,0.004975124,0.149253731,0.009950249,0.044776119,0.169154229,0,0.527363184,0.004975124,0.009950249
11,5387,BNI ETROT,1,0,0,9,448,1,1,603,485,0,485,50,5,3,0,2,10,107,7,49,48,0,192,5,7,0.804311774,0.103092784,0.010309278,0.006185567,0,0.004123711,0.020618557,0.220618557,0.01443299,0.101030928,0.098969072,0,0.395876289,0.010309278,0.01443299
19,11018,COPIT,1,0,0,9,198,1,1,460,334,0,334,44,3,0,0,0,14,53,6,29,24,3,152,5,1,0.726086957,0.131736527,0.008982036,0,0,0,0.041916168,0.158682635,0.017964072,0.086826347,0.071856287,0.008982036,0.45508982,0.01497006,0.002994012
19,11019,COPIT,1,0,0,9,198,2,1,398,294,0,294,29,1,0,0,0,6,49,4,19,28,0,154,3,1,0.738693467,0.098639456,0.003401361,0,0,0,0.020408163,0.166666667,0.013605442,0.06462585,0.095238095,0,0.523809524,0.010204082,0.003401361
18,9766,EIN TMR,1,0,0,9,1251,1,1,158,98,0,98,4,3,1,0,0,7,24,2,23,0,0,34,0,0,0.620253165,0.040816327,0.030612245,0.010204082,0,0,0.071428571,0.244897959,0.020408163,0.234693878,0,0,0.346938776,0,0
13,6856,EXRT,1,0,0,9,591,1,1,486,344,1,343,21,5,2,0,0,12,60,10,38,23,0,166,1,5,0.705761317,0.06122449,0.014577259,0.005830904,0,0,0.034985423,0.174927114,0.029154519,0.110787172,0.067055394,0,0.483965015,0.002915452,0.014577259
13,6857,EXRT,1,0,0,9,591,2,1,395,299,0,299,27,4,2,0,1,5,46,5,32,22,0,151,1,3,0.756962025,0.090301003,0.013377926,0.006688963,0,0.003344482,0.016722408,0.153846154,0.016722408,0.107023411,0.073578595,0,0.505016722,0.003344482,0.010033445
5,2096,GBET ALH,1,0,0,9,1288,1.1,2,523,361,1,360,40,6,0,0,2,10,44,7,39,42,1,160,4,5,0.68833652,0.111111111,0.016666667,0,0,0.005555556,0.027777778,0.122222222,0.019444444,0.108333333,0.116666667,0.002777778,0.444444444,0.011111111,0.013888889
5,2097,GBET ALH,1,0,0,9,1288,1.2,2,523,390,1,389,39,0,0,0,1,7,57,8,44,33,0,196,0,4,0.743785851,0.100257069,0,0,0,0.002570694,0.017994859,0.146529563,0.020565553,0.11311054,0.084832905,0,0.503856041,0,0.010282776
5,2098,GBET ALH,1,0,0,9,1288,1.3,2,521,386,0,386,44,2,0,0,2,7,47,5,29,42,0,204,3,1,0.740882917,0.113989637,0.005181347,0,0,0.005181347,0.018134715,0.121761658,0.012953368,0.075129534,0.10880829,0,0.528497409,0.007772021,0.002590674
10,4629,GBET XPIRA,1,0,0,9,1077,1,1,226,177,0,177,18,2,0,0,1,4,32,3,7,13,0,92,2,3,0.783185841,0.101694915,0.011299435,0,0,0.005649718,0.02259887,0.18079096,0.016949153,0.039548023,0.073446328,0,0.519774011,0.011299435,0.016949153
10,4731,JIROT,1,0,0,9,162,1,1,446,355,0,355,75,0,0,0,1,4,57,1,15,28,0,170,2,2,0.795964126,0.211267606,0,0,0,0.002816901,0.011267606,0.16056338,0.002816901,0.042253521,0.078873239,0,0.478873239,0.005633803,0.005633803
10,4732,JIROT,1,0,0,9,162,2,1,517,392,0,392,74,5,0,0,1,4,56,6,14,31,0,192,1,8,0.758220503,0.18877551,0.012755102,0,0,0.00255102,0.010204082,0.142857143,0.015306122,0.035714286,0.079081633,0,0.489795918,0.00255102,0.020408163
19,10857,KOKB IAIR,1,0,0,9,1224,1.1,104,533,382,0,382,21,14,1,1,2,15,52,9,59,19,0,180,5,4,0.716697936,0.054973822,0.036649215,0.002617801,0.002617801,0.005235602,0.039267016,0.136125654,0.023560209,0.154450262,0.04973822,0,0.471204188,0.013089005,0.010471204
19,10858,KOKB IAIR,1,0,0,9,1224,1.2,104,533,408,1,407,19,24,0,0,0,28,67,13,61,25,0,165,0,5,0.763602251,0.046683047,0.058968059,0,0,0,0.068796069,0.164619165,0.031941032,0.14987715,0.061425061,0,0.405405405,0,0.012285012
19,10859,KOKB IAIR,1,0,0,9,1224,1.3,104,533,382,0,382,31,21,1,0,0,15,47,6,62,22,0,168,3,6,0.716697936,0.081151832,0.054973822,0.002617801,0,0,0.039267016,0.123036649,0.015706806,0.162303665,0.057591623,0,0.439790576,0.007853403,0.015706806
19,10860,KOKB IAIR,1,0,0,9,1224,1.4,104,530,394,0,394,30,19,0,0,1,21,53,17,72,29,0,150,1,1,0.743396226,0.076142132,0.04822335,0,0,0.002538071,0.053299492,0.134517766,0.043147208,0.182741117,0.073604061,0,0.38071066,0.002538071,0.002538071
19,10861,KOKB IAIR,1,0,0,9,1224,5,107,471,345,0,345,35,11,0,0,1,14,53,10,50,33,1,131,0,6,0.732484076,0.101449275,0.031884058,0,0,0.002898551,0.04057971,0.153623188,0.028985507,0.144927536,0.095652174,0.002898551,0.379710145,0,0.017391304
19,10862,KOKB IAIR,1,0,0,9,1224,6,107,421,313,1,312,30,2,0,0,0,18,51,8,45,18,2,136,0,2,0.741092637,0.096153846,0.006410256,0,0,0,0.057692308,0.163461538,0.025641026,0.144230769,0.057692308,0.006410256,0.435897436,0,0.006410256
19,10863,KOKB IAIR,1,0,0,9,1224,7,107,518,385,0,385,42,4,0,0,0,17,58,7,52,24,0,177,0,4,0.743243243,0.109090909,0.01038961,0,0,0,0.044155844,0.150649351,0.018181818,0.135064935,0.062337662,0,0.45974026,0,0.01038961
12,5937,KPR DNIAL,1,0,0,9,707,1,1,505,362,0,362,40,2,4,0,1,8,54,11,31,33,0,169,0,9,0.716831683,0.110497238,0.005524862,0.011049724,0,0.002762431,0.022099448,0.149171271,0.03038674,0.085635359,0.091160221,0,0.466850829,0,0.024861878
10,4740,KPR NTR,1,0,0,9,316,1.1,1,353,268,0,268,31,1,0,0,1,10,41,1,32,27,0,117,3,4,0.759206799,0.115671642,0.003731343,0,0,0.003731343,0.037313433,0.152985075,0.003731343,0.119402985,0.100746269,0,0.436567164,0.01119403,0.014925373
10,4741,KPR NTR,1,0,0,9,316,1.2,1,353,276,0,276,26,3,0,0,0,8,48,12,24,24,0,127,0,4,0.781869688,0.094202899,0.010869565,0,0,0,0.028985507,0.173913043,0.043478261,0.086956522,0.086956522,0,0.460144928,0,0.014492754
15,8010,KPR XMRIHO,1,0,0,9,267,1,1,569,358,1,357,13,2,0,0,3,8,54,18,43,21,0,192,2,1,0.62741652,0.036414566,0.005602241,0,0,0.008403361,0.022408964,0.151260504,0.050420168,0.120448179,0.058823529,0,0.537815126,0.005602241,0.00280112
15,8011,KPR XMRIHO,1,0,0,9,267,2,5,722,455,3,452,31,5,2,1,1,15,65,12,61,49,5,199,3,3,0.626038781,0.068584071,0.011061947,0.004424779,0.002212389,0.002212389,0.033185841,0.14380531,0.026548673,0.134955752,0.10840708,0.011061947,0.440265487,0.006637168,0.006637168
15,8012,KPR XMRIHO,1,0,0,9,267,3,1,657,436,2,434,31,3,2,0,1,8,72,16,58,32,2,208,1,0,0.660578387,0.071428571,0.006912442,0.004608295,0,0.002304147,0.01843318,0.165898618,0.036866359,0.133640553,0.073732719,0.004608295,0.479262673,0.002304147,0
12,5947,KRMI IOSP,1,0,0,9,1264,1,4,488,364,1,363,43,1,2,0,0,15,52,20,39,37,0,151,1,2,0.743852459,0.1184573,0.002754821,0.005509642,0,0,0.041322314,0.143250689,0.055096419,0.107438017,0.101928375,0,0.415977961,0.002754821,0.005509642
12,5948,KRMI IOSP,1,0,0,9,1264,2,4,477,357,0,357,35,5,0,0,0,7,49,8,47,38,0,164,0,4,0.748427673,0.098039216,0.014005602,0,0,0,0.019607843,0.137254902,0.022408964,0.131652661,0.106442577,0,0.459383754,0,0.011204482
12,5949,KRMI IOSP,1,0,0,9,1264,3,5,455,328,0,328,32,5,2,1,1,7,55,9,24,44,0,141,3,4,0.720879121,0.097560976,0.015243902,0.006097561,0.00304878,0.00304878,0.021341463,0.167682927,0.027439024,0.073170732,0.134146341,0,0.429878049,0.009146341,0.012195122
17,9497,LKIX,1,0,0,9,24,1,1,631,488,0,488,71,5,0,0,1,14,91,7,28,56,2,211,0,2,0.773375594,0.145491803,0.010245902,0,0,0.00204918,0.028688525,0.18647541,0.014344262,0.057377049,0.114754098,0.004098361,0.432377049,0,0.004098361
13,6853,MIXR,1,0,0,9,731,1,1,486,386,2,384,32,0,1,1,1,14,67,9,58,29,1,167,1,3,0.790123457,0.083333333,0,0.002604167,0.002604167,0.002604167,0.036458333,0.174479167,0.0234375,0.151041667,0.075520833,0.002604167,0.434895833,0.002604167,0.0078125
12,5853,MODIEINMKBIMREOT,1,0,0,9,1200,103,103,544,413,1,412,28,5,0,0,1,13,76,9,77,27,0,162,6,8,0.757352941,0.067961165,0.012135922,0,0,0.002427184,0.031553398,0.184466019,0.02184466,0.186893204,0.065533981,0,0.393203883,0.014563107,0.019417476
12,5854,MODIEINMKBIMREOT,1,0,0,9,1200,104,103,391,303,0,303,17,8,4,0,0,8,65,11,42,20,0,125,1,2,0.774936061,0.056105611,0.02640264,0.01320132,0,0,0.02640264,0.214521452,0.03630363,0.138613861,0.066006601,0,0.412541254,0.00330033,0.00660066
12,5855,MODIEINMKBIMREOT,1,0,0,9,1200,105,103,532,393,0,393,41,4,0,0,1,8,93,10,39,27,0,169,0,1,0.738721805,0.1043257,0.010178117,0,0,0.002544529,0.020356234,0.236641221,0.025445293,0.099236641,0.06870229,0,0.430025445,0,0.002544529
12,5856,MODIEINMKBIMREOT,1,0,0,9,1200,106,102,642,454,0,454,28,6,0,0,0,16,94,12,73,22,0,198,2,3,0.707165109,0.061674009,0.013215859,0,0,0,0.035242291,0.207048458,0.026431718,0.160792952,0.04845815,0,0.436123348,0.004405286,0.00660793
12,5857,MODIEINMKBIMREOT,1,0,0,9,1200,107,102,453,344,0,344,22,7,2,1,0,3,72,5,66,23,1,140,1,1,0.759381898,0.063953488,0.020348837,0.005813953,0.002906977,0,0.00872093,0.209302326,0.014534884,0.191860465,0.066860465,0.002906977,0.406976744,0.002906977,0.002906977
12,5859,MODIEINMKBIMREOT,1,0,0,9,1200,110,103,439,324,0,324,25,3,0,0,0,5,88,5,37,24,0,135,1,1,0.738041002,0.077160494,0.009259259,0,0,0,0.015432099,0.271604938,0.015432099,0.114197531,0.074074074,0,0.416666667,0.00308642,0.00308642
12,5860,MODIEINMKBIMREOT,1,0,0,9,1200,111,103,435,346,1,345,35,5,0,0,1,10,79,14,28,19,0,152,1,1,0.793103448,0.101449275,0.014492754,0,0,0.002898551,0.028985507,0.228985507,0.04057971,0.08115942,0.055072464,0,0.44057971,0.002898551,0.002898551
12,5861,MODIEINMKBIMREOT,1,0,0,9,1200,112,102,452,328,0,328,25,10,0,0,2,5,73,5,55,29,0,123,1,0,0.725663717,0.076219512,0.030487805,0,0,0.006097561,0.015243902,0.222560976,0.015243902,0.167682927,0.088414634,0,0.375,0.00304878,0
12,5955,MXMR DOD,1,0,0,9,563,1.1,2,368,307,2,305,17,4,0,0,1,15,50,20,55,27,0,109,0,7,0.828804348,0.055737705,0.013114754,0,0,0.003278689,0.049180328,0.163934426,0.06557377,0.180327869,0.08852459,0,0.357377049,0,0.02295082
12,5956,MXMR DOD,1,0,0,9,563,1.2,2,367,309,0,309,24,4,0,1,3,13,64,14,44,20,0,118,0,4,0.841961853,0.077669903,0.012944984,0,0.003236246,0.009708738,0.042071197,0.207119741,0.045307443,0.142394822,0.064724919,0,0.381877023,0,0.012944984
19,11014,NIRIT,1,0,0,9,1236,1,2,455,320,3,317,39,3,1,0,2,6,56,2,24,25,1,149,1,8,0.696703297,0.123028391,0.009463722,0.003154574,0,0.006309148,0.018927445,0.176656151,0.006309148,0.075709779,0.078864353,0.003154574,0.470031546,0.003154574,0.025236593
19,11015,NIRIT,1,0,0,9,1236,2,2,427,322,0,322,27,0,0,0,1,10,66,6,30,27,0,146,1,8,0.754098361,0.083850932,0,0,0,0.00310559,0.031055901,0.204968944,0.01863354,0.093167702,0.083850932,0,0.453416149,0.00310559,0.02484472
8,3358,NOPIT,1,0,0,9,1284,1.1,1,676,495,0,495,29,1,1,1,1,19,101,8,79,25,0,217,3,10,0.732248521,0.058585859,0.002020202,0.002020202,0.002020202,0.002020202,0.038383838,0.204040404,0.016161616,0.15959596,0.050505051,0,0.438383838,0.006060606,0.02020202
8,3359,NOPIT,1,0,0,9,1284,1.2,1,676,482,1,481,41,2,0,0,0,7,90,17,54,12,1,250,3,4,0.711538462,0.085239085,0.004158004,0,0,0,0.014553015,0.187110187,0.035343035,0.112266112,0.024948025,0.002079002,0.51975052,0.006237006,0.008316008
8,3360,NOPIT,1,0,0,9,1284,1.3,1,676,506,5,501,47,3,0,0,1,18,87,16,51,23,0,248,1,6,0.74112426,0.093812375,0.005988024,0,0,0.001996008,0.035928144,0.173652695,0.031936128,0.101796407,0.045908184,0,0.49500998,0.001996008,0.011976048
13,6591,NTEIM,1,0,0,9,174,1,2,592,445,1,444,47,1,2,0,0,26,82,5,66,35,1,173,1,5,0.75,0.105855856,0.002252252,0.004504505,0,0,0.058558559,0.184684685,0.011261261,0.148648649,0.078828829,0.002252252,0.38963964,0.002252252,0.011261261
13,6485,RJOBOT,1,0,0,9,8400,158.1,47,599,471,1,470,24,8,1,0,0,39,62,20,110,23,1,167,11,4,0.784641068,0.05106383,0.017021277,0.00212766,0,0,0.082978723,0.131914894,0.042553191,0.234042553,0.04893617,0.00212766,0.355319149,0.023404255,0.008510638
13,6486,RJOBOT,1,0,0,9,8400,158.2,47,599,479,3,476,38,5,0,1,0,29,77,32,76,18,1,183,7,9,0.794657763,0.079831933,0.010504202,0,0.00210084,0,0.06092437,0.161764706,0.067226891,0.159663866,0.037815126,0.00210084,0.384453782,0.014705882,0.018907563
13,6487,RJOBOT,1,0,0,9,8400,158.3,47,599,492,1,491,25,8,4,0,0,29,78,15,120,30,0,166,7,9,0.819699499,0.050916497,0.016293279,0.00814664,0,0,0.059063136,0.15885947,0.030549898,0.244399185,0.061099796,0,0.33808554,0.014256619,0.018329939
13,6488,RJOBOT,1,0,0,9,8400,158.4,47,599,478,2,476,34,5,3,0,0,31,63,23,71,37,0,200,4,5,0.794657763,0.071428571,0.010504202,0.006302521,0,0,0.06512605,0.132352941,0.048319328,0.149159664,0.077731092,0,0.420168067,0.008403361,0.010504202
13,6489,RJOBOT,1,0,0,9,8400,158.5,47,599,475,0,475,40,5,0,0,1,33,72,28,77,16,0,197,3,3,0.792988314,0.084210526,0.010526316,0,0,0.002105263,0.069473684,0.151578947,0.058947368,0.162105263,0.033684211,0,0.414736842,0.006315789,0.006315789
13,6490,RJOBOT,1,0,0,9,8400,158.6,47,599,489,0,489,30,7,2,0,1,25,67,26,73,26,0,222,4,6,0.816360601,0.061349693,0.014314928,0.00408998,0,0.00204499,0.051124744,0.137014315,0.053169734,0.149284254,0.053169734,0,0.45398773,0.008179959,0.012269939
5,2142,TMRT,1,0,0,9,1244,1,1,569,423,0,423,58,3,1,3,3,6,58,9,30,53,0,186,1,12,0.74340949,0.137115839,0.007092199,0.002364066,0.007092199,0.007092199,0.014184397,0.137115839,0.021276596,0.070921986,0.125295508,0,0.439716312,0.002364066,0.028368794
5,2143,TMRT,1,0,0,9,1244,3,1,595,432,0,432,62,4,0,0,0,6,66,11,31,29,2,218,0,3,0.72605042,0.143518519,0.009259259,0,0,0,0.013888889,0.152777778,0.025462963,0.071759259,0.06712963,0.00462963,0.50462963,0,0.006944444
19,11030,XDH ORBORG,1,0,0,9,284,2.1,1,510,379,1,378,30,1,0,0,2,5,50,15,29,57,0,185,2,2,0.741176471,0.079365079,0.002645503,0,0,0.005291005,0.013227513,0.132275132,0.03968254,0.076719577,0.150793651,0,0.489417989,0.005291005,0.005291005
19,11031,XDH ORBORG,1,0,0,9,284,2.2,1,509,358,3,355,43,0,1,0,2,5,41,8,31,40,0,181,0,3,0.697445972,0.121126761,0,0.002816901,0,0.005633803,0.014084507,0.115492958,0.022535211,0.087323944,0.112676056,0,0.509859155,0,0.008450704
12,5722,XOHM,1,0,0,9,1304,2,2,607,457,3,454,13,7,2,0,0,23,90,11,73,24,0,199,8,4,0.747940692,0.028634361,0.015418502,0.004405286,0,0,0.050660793,0.198237885,0.024229075,0.160792952,0.052863436,0,0.438325991,0.017621145,0.008810573
12,5733,XOHM,1,0,0,9,1304,7,2,475,370,1,369,21,7,0,0,1,19,85,8,49,16,0,153,6,4,0.776842105,0.056910569,0.01897019,0,0,0.002710027,0.051490515,0.230352304,0.021680217,0.132791328,0.043360434,0,0.414634146,0.016260163,0.010840108
12,5740,XOHM,1,0,0,9,1304,15,10,662,502,0,502,27,15,1,0,1,35,105,7,95,9,0,181,12,14,0.758308157,0.053784861,0.029880478,0.001992032,0,0.001992032,0.069721116,0.209163347,0.013944223,0.189243028,0.017928287,0,0.360557769,0.023904382,0.027888446
12,5744,XOHM,1,0,0,9,1304,21,2,427,316,0,316,25,7,0,0,2,18,49,8,65,14,1,122,4,1,0.740046838,0.079113924,0.022151899,0,0,0.006329114,0.056962025,0.155063291,0.025316456,0.205696203,0.044303797,0.003164557,0.386075949,0.012658228,0.003164557
17,9599,ABIGDOR,1,0,0,8,819,1,1,607,486,3,483,38,3,1,0,0,31,100,1,52,26,1,218,9,3,0.795716639,0.078674948,0.00621118,0.002070393,0,0,0.064182195,0.207039337,0.002070393,0.107660455,0.053830228,0.002070393,0.451345756,0.01863354,0.00621118
10,4275,ABIJIL,1,0,0,8,175,1,1,403,276,1,275,27,1,0,1,1,18,48,7,34,31,1,100,0,6,0.682382134,0.098181818,0.003636364,0,0.003636364,0.003636364,0.065454545,0.174545455,0.025454545,0.123636364,0.112727273,0.003636364,0.363636364,0,0.021818182
10,4276,ABIJIL,1,0,0,8,175,2,2,584,422,3,419,41,0,0,0,2,10,68,10,64,37,0,170,2,15,0.717465753,0.097852029,0,0,0,0.00477327,0.023866348,0.162291169,0.023866348,0.15274463,0.088305489,0,0.405727924,0.00477327,0.035799523
13,6586,AIROS,1,0,0,8,1336,1,1,531,427,0,427,17,3,1,0,1,31,91,18,111,19,0,123,5,7,0.804143126,0.039812646,0.007025761,0.00234192,0,0.00234192,0.072599532,0.213114754,0.042154567,0.259953162,0.044496487,0,0.288056206,0.011709602,0.016393443
5,2144,ALON HGLIL,1,0,0,8,1182,1,2,460,324,0,324,50,0,0,1,0,6,27,3,7,62,1,162,0,5,0.704347826,0.154320988,0,0,0.00308642,0,0.018518519,0.083333333,0.009259259,0.021604938,0.191358025,0.00308642,0.5,0,0.015432099
5,2145,ALON HGLIL,1,0,0,8,1182,2,2,405,288,1,287,52,1,0,0,1,3,47,8,10,40,1,123,0,1,0.708641975,0.181184669,0.003484321,0,0,0.003484321,0.010452962,0.163763066,0.027874564,0.034843206,0.139372822,0.003484321,0.428571429,0,0.003484321
5,2090,ALONI ABA,1,0,0,8,429,1.1,1,372,272,0,272,22,1,0,0,0,7,50,4,20,28,1,133,1,5,0.731182796,0.080882353,0.003676471,0,0,0,0.025735294,0.183823529,0.014705882,0.073529412,0.102941176,0.003676471,0.488970588,0.003676471,0.018382353
5,2091,ALONI ABA,1,0,0,8,429,1.2,1,372,273,0,273,40,0,0,0,2,5,34,2,20,18,1,147,1,3,0.733870968,0.146520147,0,0,0,0.007326007,0.018315018,0.124542125,0.007326007,0.073260073,0.065934066,0.003663004,0.538461538,0.003663004,0.010989011
10,4714,AODIM,1,0,0,8,446,1,1,407,294,2,292,33,1,0,0,0,10,41,10,33,25,0,131,3,5,0.717444717,0.113013699,0.003424658,0,0,0,0.034246575,0.140410959,0.034246575,0.113013699,0.085616438,0,0.448630137,0.010273973,0.017123288
10,4715,AODIM,1,0,0,8,446,2,1,426,323,1,322,34,3,1,0,3,9,51,4,36,31,0,140,3,7,0.755868545,0.105590062,0.00931677,0.00310559,0,0.00931677,0.027950311,0.158385093,0.01242236,0.111801242,0.096273292,0,0.434782609,0.00931677,0.02173913
10,4596,AOMC,1,0,0,8,680,1,1,537,398,1,397,42,4,1,0,0,12,72,6,46,31,0,172,6,5,0.739292365,0.105793451,0.010075567,0.002518892,0,0,0.0302267,0.181360202,0.01511335,0.115869018,0.078085642,0,0.43324937,0.01511335,0.012594458
10,4604,BAROTIIM,1,0,0,8,697,1.1,1,377,287,2,285,24,7,1,0,0,14,46,12,41,12,0,120,1,7,0.75596817,0.084210526,0.024561404,0.003508772,0,0,0.049122807,0.161403509,0.042105263,0.143859649,0.042105263,0,0.421052632,0.003508772,0.024561404
10,4605,BAROTIIM,1,0,0,8,697,1.2,1,377,298,0,298,30,0,2,0,0,12,43,5,30,20,0,144,2,10,0.790450928,0.100671141,0,0.006711409,0,0,0.040268456,0.144295302,0.016778523,0.100671141,0.067114094,0,0.483221477,0.006711409,0.033557047
17,9611,BICRON,1,0,0,8,234,1,1,424,319,0,319,25,0,3,0,1,15,67,5,39,16,1,137,3,7,0.752358491,0.078369906,0,0.009404389,0,0.003134796,0.047021944,0.210031348,0.015673981,0.122257053,0.05015674,0.003134796,0.429467085,0.009404389,0.021943574
17,9612,BICRON,1,0,0,8,234,2,2,434,334,0,334,24,3,2,0,0,10,59,9,38,14,0,171,0,4,0.769585253,0.071856287,0.008982036,0.005988024,0,0,0.02994012,0.176646707,0.026946108,0.113772455,0.041916168,0,0.511976048,0,0.011976048
10,4609,BIT HLOI,1,0,0,8,373,1,1,544,416,0,416,41,5,0,0,0,10,60,10,43,37,2,199,1,8,0.764705882,0.098557692,0.012019231,0,0,0,0.024038462,0.144230769,0.024038462,0.103365385,0.088942308,0.004807692,0.478365385,0.002403846,0.019230769
10,4612,BIT ICJQXER JPR,1,0,0,8,326,1,1,568,423,0,423,52,2,0,0,1,8,83,7,39,35,1,188,0,7,0.74471831,0.122931442,0.004728132,0,0,0.002364066,0.01891253,0.196217494,0.016548463,0.092198582,0.082742317,0.002364066,0.444444444,0,0.016548463
10,4613,BIT ICJQXER JPR,1,0,0,8,326,2,1,500,370,1,369,28,4,1,0,2,10,63,7,45,26,0,174,1,8,0.738,0.075880759,0.010840108,0.002710027,0,0.005420054,0.027100271,0.170731707,0.01897019,0.12195122,0.070460705,0,0.471544715,0.002710027,0.021680217
10,4614,BIT ICJQXER JPR,1,0,0,8,326,3,1,590,472,7,465,44,8,1,1,0,9,82,6,35,36,1,236,1,5,0.788135593,0.094623656,0.017204301,0.002150538,0.002150538,0,0.019354839,0.176344086,0.012903226,0.075268817,0.077419355,0.002150538,0.507526882,0.002150538,0.010752688
10,4717,BIT IHOXE,1,0,0,8,288,1,1,494,357,1,356,35,3,1,0,2,7,52,8,26,30,0,187,0,5,0.720647773,0.098314607,0.008426966,0.002808989,0,0.005617978,0.019662921,0.146067416,0.02247191,0.073033708,0.084269663,0,0.525280899,0,0.014044944
10,4718,BIT IHOXE,1,0,0,8,288,2,2,299,225,2,223,28,2,1,0,0,9,38,7,24,19,0,86,0,9,0.745819398,0.125560538,0.00896861,0.004484305,0,0,0.040358744,0.170403587,0.031390135,0.107623318,0.085201794,0,0.385650224,0,0.040358744
10,4610,BIT JIROT,1,0,0,8,877,1,1,618,462,0,462,77,1,0,1,0,2,70,3,8,60,0,237,0,3,0.747572816,0.166666667,0.002164502,0,0.002164502,0,0.004329004,0.151515152,0.006493506,0.017316017,0.12987013,0,0.512987013,0,0.006493506
13,6587,BIT JNN,1,0,0,8,159,1,1,508,377,0,377,47,5,0,0,0,16,87,2,37,20,0,157,1,5,0.742125984,0.124668435,0.013262599,0,0,0,0.042440318,0.230769231,0.00530504,0.098143236,0.053050398,0,0.416445623,0.00265252,0.013262599
9,3743,BIT JNNIH,1,0,0,8,800,1,1,628,479,0,479,34,5,1,2,1,17,108,12,45,33,0,207,7,7,0.762738854,0.070981211,0.010438413,0.002087683,0.004175365,0.002087683,0.035490605,0.225469729,0.025052192,0.09394572,0.068893528,0,0.432150313,0.014613779,0.014613779
12,5910,BIT JXMONAI,1,0,0,8,1050,2.1,1,509,387,1,386,17,4,0,0,1,26,61,7,120,12,0,121,10,7,0.758349705,0.044041451,0.010362694,0,0,0.002590674,0.067357513,0.158031088,0.018134715,0.310880829,0.031088083,0,0.313471503,0.025906736,0.018134715
12,5911,BIT JXMONAI,1,0,0,8,1050,2.2,1,509,402,0,402,18,6,0,0,1,38,86,14,105,12,0,105,4,13,0.78978389,0.044776119,0.014925373,0,0,0.002487562,0.094527363,0.213930348,0.034825871,0.26119403,0.029850746,0,0.26119403,0.009950249,0.032338308
12,5912,BIT JXMONAI,1,0,0,8,1050,2.3,1,507,399,0,399,29,3,1,0,1,31,72,8,96,10,0,134,6,8,0.786982249,0.072681704,0.007518797,0.002506266,0,0.002506266,0.077694236,0.180451128,0.020050125,0.240601504,0.025062657,0,0.335839599,0.015037594,0.020050125
5,2094,BIT LJM HGLILIT,1,0,0,8,430,1,1,604,449,0,449,49,3,1,0,0,20,81,4,63,32,0,187,2,7,0.743377483,0.109131403,0.006681514,0.002227171,0,0,0.04454343,0.180400891,0.008908686,0.140311804,0.071269488,0,0.416481069,0.004454343,0.0155902
18,10233,BIT QMH,1,0,0,8,598,1.1,1,376,279,0,279,28,4,0,0,1,10,49,3,23,42,1,115,2,1,0.742021277,0.100358423,0.014336918,0,0,0.003584229,0.035842294,0.17562724,0.010752688,0.082437276,0.150537634,0.003584229,0.41218638,0.007168459,0.003584229
18,10234,BIT QMH,1,0,0,8,598,1.2,1,375,286,0,286,33,0,0,0,0,5,50,7,26,35,0,127,0,3,0.762666667,0.115384615,0,0,0,0,0.017482517,0.174825175,0.024475524,0.090909091,0.122377622,0,0.444055944,0,0.01048951
2,815,BIT ZIT,1,0,0,8,710,1,2,555,400,3,397,47,5,6,0,1,29,65,11,71,40,0,106,12,4,0.715315315,0.118387909,0.012594458,0.01511335,0,0.002518892,0.073047859,0.16372796,0.027707809,0.17884131,0.100755668,0,0.267002519,0.0302267,0.010075567
2,816,BIT ZIT,1,0,0,8,710,2,2,571,412,0,412,52,1,0,0,4,38,62,7,58,48,1,132,2,7,0.721541156,0.126213592,0.002427184,0,0,0.009708738,0.09223301,0.150485437,0.016990291,0.140776699,0.116504854,0.002427184,0.32038835,0.004854369,0.016990291
