committee,id,place_name,jew,pal,coop,cluster,place_id,box,bloc,elligible,voters,illegal,legal,AMT,B,G,D,WM,T,KN,L,MHL,MRC,AM,PH,SS,others,prop_voters,p_AMT,p_B,p_G,p_D,p_WM,p_T,p_KN,p_L,p_MHL,p_MRC,p_AM,p_PH,p_SS,p_others
7,2957,JIPH,1,1,0,,4000,231.3,106,583,363,3,360,18,3,3,15,25,15,36,19,82,17,2,120,1,4,0.617495712,0.05,0.008333333,0.008333333,0.041666667,0.069444444,0.041666667,0.1,0.052777778,0.227777778,0.047222222,0.005555556,0.333333333,0.002777778,0.011111111
7,2958,JIPH,1,1,0,,4000,232,226,630,409,2,407,19,3,1,9,14,22,51,14,88,21,1,149,4,11,0.646031746,0.046683047,0.007371007,0.002457002,0.022113022,0.034398034,0.054054054,0.125307125,0.034398034,0.216216216,0.051597052,0.002457002,0.366093366,0.00982801,0.027027027
7,2959,JIPH,1,1,0,,4000,235,232,537,346,1,345,14,1,5,0,2,14,52,14,70,19,0,143,7,4,0.642458101,0.04057971,0.002898551,0.014492754,0,0.005797101,0.04057971,0.150724638,0.04057971,0.202898551,0.055072464,0,0.414492754,0.020289855,0.011594203
7,2960,JIPH,1,1,0,,4000,236.1,15,685,434,0,434,31,2,3,13,29,25,44,18,57,39,10,145,4,14,0.633576642,0.071428571,0.004608295,0.006912442,0.029953917,0.066820276,0.057603687,0.101382488,0.041474654,0.131336406,0.089861751,0.023041475,0.334101382,0.00921659,0.032258065
7,2961,JIPH,1,1,0,,4000,236.2,15,685,371,0,371,27,5,1,8,27,10,50,18,45,41,1,135,0,3,0.541605839,0.07277628,0.013477089,0.002695418,0.021563342,0.07277628,0.026954178,0.134770889,0.04851752,0.121293801,0.110512129,0.002695418,0.363881402,0,0.008086253
7,2962,JIPH,1,1,0,,4000,236.3,15,685,435,0,435,27,1,2,20,52,10,51,23,66,40,2,133,3,5,0.635036496,0.062068966,0.002298851,0.004597701,0.045977011,0.11954023,0.022988506,0.117241379,0.052873563,0.151724138,0.091954023,0.004597701,0.305747126,0.006896552,0.011494253
7,2963,JIPH,1,1,0,,4000,236.4,15,685,410,1,409,34,3,1,18,48,7,51,18,63,36,2,120,3,5,0.597080292,0.083129584,0.007334963,0.002444988,0.04400978,0.117359413,0.017114914,0.124694377,0.04400978,0.15403423,0.08801956,0.004889976,0.293398533,0.007334963,0.012224939
7,2964,JIPH,1,1,0,,4000,236.5,15,684,396,2,394,35,2,5,6,23,19,57,12,57,42,2,131,0,3,0.576023392,0.088832487,0.005076142,0.012690355,0.015228426,0.058375635,0.04822335,0.144670051,0.030456853,0.144670051,0.106598985,0.005076142,0.33248731,0,0.007614213
7,2965,JIPH,1,1,0,,4000,244,48,520,298,2,296,5,0,4,2,9,12,25,67,97,7,0,58,7,3,0.569230769,0.016891892,0,0.013513514,0.006756757,0.030405405,0.040540541,0.084459459,0.226351351,0.327702703,0.023648649,0,0.195945946,0.023648649,0.010135135
7,2966,JIPH,1,1,0,,4000,257,232,638,391,2,389,29,4,1,1,9,10,71,24,57,37,3,131,3,9,0.609717868,0.074550129,0.010282776,0.002570694,0.002570694,0.023136247,0.025706941,0.18251928,0.061696658,0.146529563,0.095115681,0.007712082,0.336760925,0.007712082,0.023136247
7,2967,JIPH,1,1,0,,4000,261,48,560,299,6,293,5,1,0,1,3,31,11,54,79,6,0,89,7,6,0.523214286,0.017064846,0.003412969,0,0.003412969,0.010238908,0.105802048,0.037542662,0.184300341,0.269624573,0.020477816,0,0.303754266,0.023890785,0.020477816
7,2968,JIPH,1,1,0,,4000,265.1,127,692,415,2,413,24,3,0,48,77,15,45,18,55,31,7,84,5,1,0.596820809,0.05811138,0.007263923,0,0.11622276,0.186440678,0.036319613,0.108958838,0.043583535,0.133171913,0.075060533,0.016949153,0.203389831,0.012106538,0.002421308
7,2969,JIPH,1,1,0,,4000,265.2,127,692,404,1,403,18,1,1,66,84,15,38,16,51,21,0,84,3,5,0.582369942,0.044665012,0.00248139,0.00248139,0.163771712,0.208436725,0.037220844,0.094292804,0.039702233,0.126550868,0.052109181,0,0.208436725,0.007444169,0.012406948
7,2970,JIPH,1,1,0,,4000,265.3,127,692,413,1,412,19,1,4,38,104,17,31,15,64,32,6,73,2,6,0.595375723,0.046116505,0.002427184,0.009708738,0.09223301,0.252427184,0.041262136,0.075242718,0.036407767,0.155339806,0.077669903,0.014563107,0.177184466,0.004854369,0.014563107
7,2971,JIPH,1,1,0,,4000,265.4,127,691,368,2,366,15,1,0,16,53,16,41,17,55,27,3,114,4,4,0.529667149,0.040983607,0.00273224,0,0.043715847,0.144808743,0.043715847,0.112021858,0.046448087,0.150273224,0.073770492,0.008196721,0.31147541,0.010928962,0.010928962
7,2972,JIPH,1,1,0,,4000,282,230,519,300,0,300,13,0,1,69,105,3,12,1,17,20,13,46,0,0,0.578034682,0.043333333,0,0.003333333,0.23,0.35,0.01,0.04,0.003333333,0.056666667,0.066666667,0.043333333,0.153333333,0,0
7,2973,JIPH,1,1,0,,4000,334,103,506,349,2,347,29,4,0,2,3,9,45,18,60,30,0,141,4,2,0.685770751,0.083573487,0.011527378,0,0.005763689,0.008645533,0.025936599,0.129682997,0.051873199,0.172910663,0.086455331,0,0.406340058,0.011527378,0.005763689
7,2974,JIPH,1,1,0,,4000,426,229,605,405,1,404,15,5,1,20,29,29,71,22,89,16,4,92,7,4,0.667768595,0.037128713,0.012376238,0.002475248,0.04950495,0.071782178,0.071782178,0.175742574,0.054455446,0.22029703,0.03960396,0.00990099,0.227722772,0.017326733,0.00990099
7,2975,JIPH,1,1,0,,4000,463.1,8,595,405,0,405,17,1,0,4,6,25,48,10,127,23,1,126,10,7,0.680672269,0.041975309,0.002469136,0,0.009876543,0.014814815,0.061728395,0.118518519,0.024691358,0.313580247,0.056790123,0.002469136,0.311111111,0.024691358,0.017283951
7,2976,JIPH,1,1,0,,4000,463.2,8,595,366,1,365,16,1,1,3,6,18,75,25,80,15,0,120,1,4,0.613445378,0.043835616,0.002739726,0.002739726,0.008219178,0.016438356,0.049315068,0.205479452,0.068493151,0.219178082,0.04109589,0,0.328767123,0.002739726,0.010958904
7,2977,JIPH,1,1,0,,4000,463.3,8,595,374,0,374,12,2,0,5,13,28,51,14,111,20,0,110,5,3,0.628571429,0.032085561,0.005347594,0,0.013368984,0.034759358,0.07486631,0.136363636,0.037433155,0.296791444,0.053475936,0,0.294117647,0.013368984,0.00802139
7,2978,JIPH,1,1,0,,4000,463.4,8,595,398,0,398,14,4,0,14,14,29,49,23,117,16,1,111,3,3,0.668907563,0.035175879,0.010050251,0,0.035175879,0.035175879,0.072864322,0.123115578,0.057788945,0.293969849,0.040201005,0.002512563,0.278894472,0.007537688,0.007537688
7,2979,JIPH,1,1,0,,4000,463.5,8,591,398,3,395,25,0,0,5,10,26,49,21,91,21,1,134,8,4,0.668358714,0.063291139,0,0,0.012658228,0.025316456,0.065822785,0.124050633,0.053164557,0.230379747,0.053164557,0.002531646,0.339240506,0.020253165,0.010126582
7,2980,JIPH,1,1,0,,4000,140,196,531,312,3,309,13,0,0,58,129,4,6,2,21,25,12,22,16,1,0.581920904,0.042071197,0,0,0.187702265,0.417475728,0.012944984,0.019417476,0.006472492,0.067961165,0.080906149,0.038834951,0.071197411,0.051779935,0.003236246
7,2981,JIPH,1,1,0,,4000,147,224,554,281,0,281,8,0,0,27,77,9,7,13,26,14,13,25,58,4,0.507220217,0.028469751,0,0,0.096085409,0.274021352,0.03202847,0.024911032,0.046263345,0.09252669,0.049822064,0.046263345,0.088967972,0.206405694,0.014234875
7,2982,JIPH,1,1,0,,4000,148,99,689,381,6,375,6,1,1,75,134,3,10,23,41,29,12,28,9,3,0.544267054,0.016,0.002666667,0.002666667,0.2,0.357333333,0.008,0.026666667,0.061333333,0.109333333,0.077333333,0.032,0.074666667,0.024,0.008
7,2983,JIPH,1,1,0,,4000,151,249,565,308,2,306,10,2,3,0,0,24,30,56,101,1,0,51,24,4,0.54159292,0.032679739,0.006535948,0.009803922,0,0,0.078431373,0.098039216,0.183006536,0.330065359,0.003267974,0,0.166666667,0.078431373,0.013071895
7,2984,JIPH,1,1,0,,4000,152,227,611,332,4,328,7,1,0,0,0,29,11,41,162,6,0,39,30,2,0.536824877,0.021341463,0.00304878,0,0,0,0.088414634,0.033536585,0.125,0.493902439,0.018292683,0,0.118902439,0.091463415,0.006097561
7,2985,JIPH,1,1,0,,4000,154,40,643,314,5,309,8,3,1,0,1,34,23,32,131,1,0,56,15,4,0.480559876,0.025889968,0.009708738,0.003236246,0,0.003236246,0.110032362,0.074433657,0.103559871,0.42394822,0.003236246,0,0.181229773,0.048543689,0.012944984
7,2986,JIPH,1,1,0,,4000,155.1,36,651,330,5,325,8,0,0,4,1,22,24,45,103,6,1,75,25,11,0.499231951,0.024615385,0,0,0.012307692,0.003076923,0.067692308,0.073846154,0.138461538,0.316923077,0.018461538,0.003076923,0.230769231,0.076923077,0.033846154
7,2987,JIPH,1,1,0,,4000,155.2,36,651,329,4,325,9,2,0,3,2,19,15,61,110,7,0,74,18,5,0.499231951,0.027692308,0.006153846,0,0.009230769,0.006153846,0.058461538,0.046153846,0.187692308,0.338461538,0.021538462,0,0.227692308,0.055384615,0.015384615
7,2988,JIPH,1,1,0,,4000,155.3,36,651,320,2,318,5,1,3,3,4,23,14,59,102,10,0,76,12,6,0.488479263,0.01572327,0.003144654,0.009433962,0.009433962,0.012578616,0.072327044,0.044025157,0.185534591,0.320754717,0.031446541,0,0.238993711,0.037735849,0.018867925
7,2989,JIPH,1,1,0,,4000,155.4,36,651,328,4,324,5,1,4,8,16,17,28,63,85,3,1,72,18,3,0.497695853,0.015432099,0.00308642,0.012345679,0.024691358,0.049382716,0.052469136,0.086419753,0.194444444,0.262345679,0.009259259,0.00308642,0.222222222,0.055555556,0.009259259
7,2990,JIPH,1,1,0,,4000,155.5,36,651,301,3,298,8,0,0,1,6,19,19,58,83,4,1,77,19,3,0.457757296,0.026845638,0,0,0.003355705,0.020134228,0.063758389,0.063758389,0.194630872,0.27852349,0.013422819,0.003355705,0.258389262,0.063758389,0.010067114
7,2991,JIPH,1,1,0,,4000,161,249,589,285,4,281,3,1,4,5,0,17,27,58,71,2,0,75,15,3,0.477079796,0.010676157,0.003558719,0.014234875,0.017793594,0,0.060498221,0.096085409,0.206405694,0.252669039,0.007117438,0,0.266903915,0.053380783,0.010676157
7,2992,JIPH,1,1,0,,4000,162,23,576,299,3,296,4,0,0,3,0,25,13,50,112,5,0,58,21,5,0.513888889,0.013513514,0,0,0.010135135,0,0.084459459,0.043918919,0.168918919,0.378378378,0.016891892,0,0.195945946,0.070945946,0.016891892
7,2993,JIPH,1,1,0,,4000,163,23,592,318,5,313,9,2,0,2,2,16,26,67,110,1,1,50,20,7,0.528716216,0.028753994,0.006389776,0,0.006389776,0.006389776,0.051118211,0.083067093,0.214057508,0.3514377,0.003194888,0.003194888,0.159744409,0.063897764,0.022364217
7,2994,JIPH,1,1,0,,4000,164,249,679,336,1,335,5,1,3,1,5,39,15,55,145,3,0,39,17,7,0.493372607,0.014925373,0.002985075,0.008955224,0.002985075,0.014925373,0.11641791,0.044776119,0.164179104,0.432835821,0.008955224,0,0.11641791,0.050746269,0.020895522
7,2995,JIPH,1,1,0,,4000,165,123,520,264,3,261,6,1,1,0,1,18,26,50,100,5,0,42,11,0,0.501923077,0.022988506,0.003831418,0.003831418,0,0.003831418,0.068965517,0.099616858,0.191570881,0.383141762,0.019157088,0,0.16091954,0.042145594,0
7,2996,JIPH,1,1,0,,4000,166,123,523,314,5,309,12,1,1,1,3,16,35,63,104,5,0,54,9,5,0.59082218,0.038834951,0.003236246,0.003236246,0.003236246,0.009708738,0.051779935,0.113268608,0.203883495,0.336569579,0.01618123,0,0.174757282,0.029126214,0.01618123
7,2997,JIPH,1,1,0,,4000,167,40,693,326,5,321,6,0,3,0,0,38,21,30,158,1,0,39,20,5,0.463203463,0.018691589,0,0.009345794,0,0,0.118380062,0.065420561,0.093457944,0.492211838,0.003115265,0,0.121495327,0.062305296,0.015576324
7,2998,JIPH,1,1,0,,4000,168,123,552,309,3,306,3,0,0,0,0,11,14,78,105,2,0,72,8,13,0.554347826,0.009803922,0,0,0,0,0.035947712,0.045751634,0.254901961,0.343137255,0.006535948,0,0.235294118,0.026143791,0.04248366
7,2999,JIPH,1,1,0,,4000,227,23,648,260,3,257,5,2,1,1,2,18,14,61,76,4,1,60,7,5,0.396604938,0.019455253,0.007782101,0.003891051,0.003891051,0.007782101,0.070038911,0.054474708,0.237354086,0.295719844,0.015564202,0.003891051,0.233463035,0.027237354,0.019455253
7,3000,JIPH,1,1,0,,4000,245,23,483,233,3,230,2,1,0,0,0,12,15,51,82,5,0,40,15,7,0.476190476,0.008695652,0.004347826,0,0,0,0.052173913,0.065217391,0.22173913,0.356521739,0.02173913,0,0.173913043,0.065217391,0.030434783
7,3001,JIPH,1,1,0,,4000,272,250,584,424,0,424,12,1,1,14,24,28,54,52,108,13,3,103,6,5,0.726027397,0.028301887,0.002358491,0.002358491,0.033018868,0.056603774,0.066037736,0.127358491,0.122641509,0.254716981,0.030660377,0.007075472,0.242924528,0.014150943,0.011792453
7,3002,JIPH,1,1,0,,4000,300,250,581,463,1,462,9,3,1,21,41,27,63,41,129,12,4,97,10,4,0.795180723,0.019480519,0.006493506,0.002164502,0.045454545,0.088744589,0.058441558,0.136363636,0.088744589,0.279220779,0.025974026,0.008658009,0.20995671,0.021645022,0.008658009
7,3003,JIPH,1,1,0,,4000,439,248,654,509,5,504,27,2,0,6,16,30,71,26,129,8,5,169,7,8,0.770642202,0.053571429,0.003968254,0,0.011904762,0.031746032,0.05952381,0.140873016,0.051587302,0.255952381,0.015873016,0.009920635,0.33531746,0.013888889,0.015873016
7,3004,JIPH,1,1,0,,4000,440,248,544,416,1,415,14,4,1,9,13,18,56,33,101,11,3,138,5,9,0.762867647,0.03373494,0.009638554,0.002409639,0.021686747,0.031325301,0.043373494,0.134939759,0.079518072,0.243373494,0.026506024,0.007228916,0.33253012,0.012048193,0.021686747
7,3005,JIPH,1,1,0,,4000,441,248,582,474,0,474,28,2,1,11,15,21,79,37,88,12,4,162,6,8,0.81443299,0.05907173,0.004219409,0.002109705,0.023206751,0.03164557,0.044303797,0.166666667,0.078059072,0.185654008,0.025316456,0.008438819,0.341772152,0.012658228,0.016877637
7,3006,JIPH,1,1,0,,4000,466,250,677,474,3,471,16,2,0,12,29,23,54,53,114,10,9,129,13,7,0.695716396,0.033970276,0.004246285,0,0.025477707,0.061571125,0.048832272,0.114649682,0.112526539,0.242038217,0.021231423,0.01910828,0.27388535,0.027600849,0.014861996
7,3007,JIPH,1,1,0,,4000,960.1,34,621,259,2,257,5,1,1,1,7,22,26,26,113,3,3,23,18,8,0.413848631,0.019455253,0.003891051,0.003891051,0.003891051,0.027237354,0.085603113,0.101167315,0.101167315,0.439688716,0.011673152,0.011673152,0.089494163,0.070038911,0.031128405
7,3008,JIPH,1,1,0,,4000,960.2,34,621,238,3,235,5,1,2,3,7,17,13,25,106,5,2,26,16,7,0.3784219,0.021276596,0.004255319,0.008510638,0.012765957,0.029787234,0.072340426,0.055319149,0.106382979,0.45106383,0.021276596,0.008510638,0.110638298,0.068085106,0.029787234
7,3009,JIPH,1,1,0,,4000,960.3,34,621,210,3,207,2,3,1,1,0,30,14,42,74,4,0,27,3,6,0.333333333,0.009661836,0.014492754,0.004830918,0.004830918,0,0.144927536,0.06763285,0.202898551,0.357487923,0.019323671,0,0.130434783,0.014492754,0.028985507
7,3010,JIPH,1,1,0,,4000,966,248,672,512,3,509,23,1,0,4,15,27,67,22,152,14,4,169,6,5,0.757440476,0.04518664,0.001964637,0,0.007858546,0.029469548,0.053045187,0.131630648,0.043222004,0.298624754,0.027504912,0.007858546,0.332023576,0.011787819,0.009823183
7,3011,JIPH,1,1,0,,4000,968,248,616,461,2,459,12,1,0,11,20,26,58,30,140,12,3,134,5,7,0.74512987,0.026143791,0.002178649,0,0.023965142,0.043572985,0.05664488,0.126361656,0.065359477,0.305010893,0.026143791,0.006535948,0.291938998,0.010893246,0.015250545
7,3012,JIPH,1,1,0,,4000,202,22,567,350,2,348,37,0,1,7,8,20,43,7,26,56,0,135,2,6,0.613756614,0.106321839,0,0.002873563,0.020114943,0.022988506,0.057471264,0.123563218,0.020114943,0.074712644,0.16091954,0,0.387931034,0.005747126,0.017241379
7,3013,JIPH,1,1,0,,4000,203.1,276,695,410,0,410,30,5,1,8,24,9,41,17,72,35,6,151,7,4,0.589928058,0.073170732,0.012195122,0.002439024,0.019512195,0.058536585,0.02195122,0.1,0.041463415,0.175609756,0.085365854,0.014634146,0.368292683,0.017073171,0.009756098
7,3014,JIPH,1,1,0,,4000,203.2,276,695,402,0,402,31,6,1,16,22,19,45,21,63,35,6,131,3,3,0.578417266,0.077114428,0.014925373,0.002487562,0.039800995,0.054726368,0.047263682,0.111940299,0.052238806,0.156716418,0.087064677,0.014925373,0.325870647,0.007462687,0.007462687
7,3015,JIPH,1,1,0,,4000,203.3,276,693,402,2,400,28,3,1,3,25,18,43,17,55,49,1,146,7,4,0.577200577,0.07,0.0075,0.0025,0.0075,0.0625,0.045,0.1075,0.0425,0.1375,0.1225,0.0025,0.365,0.0175,0.01
7,3016,JIPH,1,1,0,,4000,212.1,260,628,412,2,410,37,2,0,2,5,13,51,11,63,51,1,164,1,9,0.652866242,0.090243902,0.004878049,0,0.004878049,0.012195122,0.031707317,0.124390244,0.026829268,0.153658537,0.124390244,0.002439024,0.4,0.002439024,0.02195122
7,3017,JIPH,1,1,0,,4000,212.2,260,628,410,1,409,26,1,1,7,9,10,58,20,54,32,2,178,1,10,0.651273885,0.063569682,0.002444988,0.002444988,0.017114914,0.02200489,0.024449878,0.141809291,0.048899756,0.13202934,0.078239609,0.004889976,0.435207824,0.002444988,0.024449878
7,3018,JIPH,1,1,0,,4000,212.3,260,626,402,0,402,31,7,2,1,1,8,54,9,45,63,0,176,2,3,0.642172524,0.077114428,0.017412935,0.004975124,0.002487562,0.002487562,0.019900498,0.134328358,0.02238806,0.111940299,0.156716418,0,0.437810945,0.004975124,0.007462687
7,3019,JIPH,1,1,0,,4000,213,22,683,453,3,450,45,1,2,1,4,14,47,21,59,55,0,192,2,7,0.65885798,0.1,0.002222222,0.004444444,0.002222222,0.008888889,0.031111111,0.104444444,0.046666667,0.131111111,0.122222222,0,0.426666667,0.004444444,0.015555556
7,3020,JIPH,1,1,0,,4000,214,22,513,310,0,310,29,2,0,3,8,7,38,9,49,37,1,121,0,6,0.604288499,0.093548387,0.006451613,0,0.009677419,0.025806452,0.022580645,0.122580645,0.029032258,0.158064516,0.119354839,0.003225806,0.390322581,0,0.019354839
7,3021,JIPH,1,1,0,,4000,216,102,524,323,1,322,33,0,1,5,9,3,34,18,37,33,2,143,1,3,0.614503817,0.102484472,0,0.00310559,0.01552795,0.027950311,0.00931677,0.105590062,0.055900621,0.114906832,0.102484472,0.00621118,0.444099379,0.00310559,0.00931677
7,3022,JIPH,1,1,0,,4000,241,98,669,471,0,471,48,17,0,4,2,12,54,17,54,43,0,206,2,12,0.704035874,0.101910828,0.036093418,0,0.008492569,0.004246285,0.025477707,0.114649682,0.036093418,0.114649682,0.091295117,0,0.437367304,0.004246285,0.025477707
7,3023,JIPH,1,1,0,,4000,250.1,52,578,364,2,362,23,1,2,3,3,20,55,21,58,25,0,134,6,11,0.626297578,0.063535912,0.002762431,0.005524862,0.008287293,0.008287293,0.055248619,0.151933702,0.05801105,0.160220994,0.069060773,0,0.370165746,0.016574586,0.03038674
7,3024,JIPH,1,1,0,,4000,250.2,52,578,356,2,354,30,3,3,1,2,10,50,18,63,31,2,130,2,9,0.612456747,0.084745763,0.008474576,0.008474576,0.002824859,0.005649718,0.028248588,0.141242938,0.050847458,0.177966102,0.087570621,0.005649718,0.367231638,0.005649718,0.025423729
7,3025,JIPH,1,1,0,,4000,250.3,52,578,332,4,328,19,2,0,3,3,8,37,13,67,24,0,138,3,11,0.567474048,0.057926829,0.006097561,0,0.009146341,0.009146341,0.024390244,0.112804878,0.039634146,0.204268293,0.073170732,0,0.420731707,0.009146341,0.033536585
7,3026,JIPH,1,1,0,,4000,250.4,52,578,332,0,332,32,6,2,1,9,12,51,22,51,32,0,101,3,10,0.574394464,0.096385542,0.018072289,0.006024096,0.003012048,0.027108434,0.036144578,0.153614458,0.06626506,0.153614458,0.096385542,0,0.304216867,0.009036145,0.030120482
7,3027,JIPH,1,1,0,,4000,250.5,52,578,351,0,351,31,2,0,1,7,10,38,26,62,16,0,151,1,6,0.607266436,0.088319088,0.005698006,0,0.002849003,0.01994302,0.028490028,0.108262108,0.074074074,0.176638177,0.045584046,0,0.43019943,0.002849003,0.017094017
7,3028,JIPH,1,1,0,,4000,254.1,269,682,482,2,480,46,8,1,0,3,12,65,17,68,45,1,203,2,9,0.703812317,0.095833333,0.016666667,0.002083333,0,0.00625,0.025,0.135416667,0.035416667,0.141666667,0.09375,0.002083333,0.422916667,0.004166667,0.01875
7,3029,JIPH,1,1,0,,4000,254.2,269,682,481,1,480,32,5,0,1,3,12,93,17,58,31,2,214,4,8,0.703812317,0.066666667,0.010416667,0,0.002083333,0.00625,0.025,0.19375,0.035416667,0.120833333,0.064583333,0.004166667,0.445833333,0.008333333,0.016666667
7,3030,JIPH,1,1,0,,4000,254.3,269,681,467,1,466,28,2,2,4,4,10,60,19,62,37,0,225,1,12,0.684287812,0.060085837,0.004291845,0.004291845,0.008583691,0.008583691,0.021459227,0.128755365,0.040772532,0.13304721,0.079399142,0,0.482832618,0.002145923,0.025751073
7,3031,JIPH,1,1,0,,4000,255.1,7,589,354,0,354,22,3,0,48,80,7,20,6,31,32,20,83,0,2,0.601018676,0.062146893,0.008474576,0,0.13559322,0.225988701,0.019774011,0.056497175,0.016949153,0.087570621,0.09039548,0.056497175,0.234463277,0,0.005649718
7,3032,JIPH,1,1,0,,4000,255.2,7,589,356,2,354,14,1,0,60,83,3,23,6,36,33,14,77,0,4,0.601018676,0.039548023,0.002824859,0,0.169491525,0.234463277,0.008474576,0.064971751,0.016949153,0.101694915,0.093220339,0.039548023,0.217514124,0,0.011299435
7,3033,JIPH,1,1,0,,4000,255.3,7,589,370,1,369,12,0,0,77,137,2,11,5,19,21,28,53,2,2,0.626485569,0.032520325,0,0,0.208672087,0.371273713,0.005420054,0.029810298,0.013550136,0.051490515,0.056910569,0.075880759,0.143631436,0.005420054,0.005420054
7,3034,JIPH,1,1,0,,4000,255.4,7,589,412,7,405,5,0,0,72,277,2,4,0,5,10,19,9,0,2,0.687606112,0.012345679,0,0,0.177777778,0.683950617,0.004938272,0.009876543,0,0.012345679,0.024691358,0.04691358,0.022222222,0,0.004938272
7,3035,JIPH,1,1,0,,4000,255.5,7,588,368,6,362,21,1,0,40,104,5,27,9,28,37,19,67,0,4,0.615646259,0.05801105,0.002762431,0,0.110497238,0.287292818,0.013812155,0.074585635,0.024861878,0.077348066,0.102209945,0.052486188,0.185082873,0,0.011049724
7,3036,JIPH,1,1,0,,4000,256,22,670,432,0,432,35,6,0,0,1,9,68,19,54,37,0,194,2,7,0.644776119,0.081018519,0.013888889,0,0,0.002314815,0.020833333,0.157407407,0.043981481,0.125,0.085648148,0,0.449074074,0.00462963,0.016203704
7,3037,JIPH,1,1,0,,4000,259.1,62,699,399,1,398,34,5,3,0,8,15,58,24,46,41,1,156,3,4,0.569384835,0.085427136,0.012562814,0.007537688,0,0.020100503,0.037688442,0.145728643,0.060301508,0.115577889,0.103015075,0.002512563,0.391959799,0.007537688,0.010050251
7,3038,JIPH,1,1,0,,4000,259.2,62,699,409,1,408,40,2,0,3,7,9,52,16,52,49,0,162,3,13,0.583690987,0.098039216,0.004901961,0,0.007352941,0.017156863,0.022058824,0.12745098,0.039215686,0.12745098,0.120098039,0,0.397058824,0.007352941,0.031862745
7,3039,JIPH,1,1,0,,4000,259.3,62,699,404,2,402,31,4,1,7,13,9,41,25,54,44,2,163,0,8,0.575107296,0.077114428,0.009950249,0.002487562,0.017412935,0.032338308,0.02238806,0.10199005,0.062189055,0.134328358,0.109452736,0.004975124,0.405472637,0,0.019900498
7,3040,JIPH,1,1,0,,4000,259.4,62,699,415,3,412,39,0,0,2,5,6,52,20,41,59,0,182,4,2,0.589413448,0.094660194,0,0,0.004854369,0.012135922,0.014563107,0.126213592,0.048543689,0.099514563,0.143203883,0,0.441747573,0.009708738,0.004854369
7,3041,JIPH,1,1,0,,4000,260,124,588,267,0,267,29,1,2,3,4,11,28,21,37,25,0,101,2,3,0.454081633,0.108614232,0.003745318,0.007490637,0.011235955,0.014981273,0.041198502,0.104868914,0.078651685,0.138576779,0.093632959,0,0.378277154,0.007490637,0.011235955
7,3042,JIPH,1,1,0,,4000,302,102,498,288,2,286,35,0,1,2,2,3,31,7,30,36,2,135,0,2,0.574297189,0.122377622,0,0.003496503,0.006993007,0.006993007,0.01048951,0.108391608,0.024475524,0.104895105,0.125874126,0.006993007,0.472027972,0,0.006993007
7,3043,JIPH,1,1,0,,4000,322,124,547,311,1,310,14,2,0,5,12,20,26,13,95,14,3,102,0,4,0.566727605,0.04516129,0.006451613,0,0.016129032,0.038709677,0.064516129,0.083870968,0.041935484,0.306451613,0.04516129,0.009677419,0.329032258,0,0.012903226
7,3044,JIPH,1,1,0,,4000,180,42,601,271,2,269,11,9,1,1,2,15,34,49,60,7,0,75,1,4,0.447587354,0.040892193,0.033457249,0.003717472,0.003717472,0.007434944,0.055762082,0.126394052,0.182156134,0.223048327,0.026022305,0,0.278810409,0.003717472,0.014869888
7,3045,JIPH,1,1,0,,4000,184,42,571,361,2,359,25,6,1,0,2,17,48,30,42,23,0,159,1,5,0.628721541,0.069637883,0.016713092,0.002785515,0,0.005571031,0.04735376,0.133704735,0.08356546,0.116991643,0.064066852,0,0.442896936,0.002785515,0.013927577
7,3046,JIPH,1,1,0,,4000,186,42,503,287,3,284,30,1,0,0,0,11,32,32,38,10,0,117,2,11,0.564612326,0.105633803,0.003521127,0,0,0,0.038732394,0.112676056,0.112676056,0.133802817,0.035211268,0,0.411971831,0.007042254,0.038732394
7,3047,JIPH,1,1,0,,4000,195,42,522,290,5,285,18,2,1,0,0,8,39,50,53,13,0,90,4,7,0.545977011,0.063157895,0.007017544,0.003508772,0,0,0.028070175,0.136842105,0.175438596,0.185964912,0.045614035,0,0.315789474,0.014035088,0.024561404
7,3048,JIPH,1,1,0,,4000,199.1,70,548,346,1,345,34,7,0,0,1,7,52,19,46,40,0,132,3,4,0.629562044,0.098550725,0.020289855,0,0,0.002898551,0.020289855,0.150724638,0.055072464,0.133333333,0.115942029,0,0.382608696,0.008695652,0.011594203
7,3049,JIPH,1,1,0,,4000,199.2,70,548,351,1,350,31,1,1,3,1,14,57,19,36,29,0,147,0,11,0.638686131,0.088571429,0.002857143,0.002857143,0.008571429,0.002857143,0.04,0.162857143,0.054285714,0.102857143,0.082857143,0,0.42,0,0.031428571
7,3050,JIPH,1,1,0,,4000,199.3,70,548,338,0,338,38,3,4,0,3,18,35,23,48,34,1,120,2,9,0.616788321,0.112426036,0.00887574,0.01183432,0,0.00887574,0.053254438,0.103550296,0.068047337,0.142011834,0.100591716,0.00295858,0.355029586,0.00591716,0.026627219
7,3051,JIPH,1,1,0,,4000,199.4,70,548,335,0,335,27,7,0,0,2,5,42,16,49,37,1,142,0,7,0.611313869,0.080597015,0.020895522,0,0,0.005970149,0.014925373,0.125373134,0.047761194,0.146268657,0.110447761,0.002985075,0.423880597,0,0.020895522
